[lark-cli] [WARN] proxy detected: HTTPS_PROXY=http://127.0.0.1:7890 — requests (including credentials) will transit through this proxy. Set LARK_CLI_NO_PROXY=1 to disable proxy.
`_record_id` is metadata for record operations, not a table field.

| _record_id | 单位简称 | 发表论文 | 办公地址 | 营收规模(万人民币) | 行业新闻 | 关键研发人员 | 主研装置 | 荣誉奖励 | 软著 | 网站主页 | 对接人 | 参研装置 | 发布代码 | 研发方向 | 单位角色 | 发表专利 | 人员数量 | 签订服务合同 | 单位类型 | 单位简介 | 上级单位 | 全名 | 需求 | 融资进度 | 所在地区 | 联系邮箱 | 成立时间 | 签订供应合同合同 | 最新估值/市值 |
| recvk9ZmAn8ule | 中科院等离子体所 |  | 安徽省合肥市蜀山区蜀山湖路350号 |  | [{"id":"recvjRShnQRINI"},{"id":"recvk9U8egZS0V"}] | [{"id":"recvk2ENqLn0lI"},{"id":"recvkiVxyciAoW"},{"id":"recvkiVxycO3zf"},{"id":"recvkiVxycgYzJ"},{"id":"recvkiVxycsoYo"},{"id":"recvkiVxycTWbe"},{"id":"recvkiVxyc7ysH"},{"id":"recvkiVxycVxbL"},{"id":"recvkiVxycnsjv"},{"id":"recvkiVxycrV1X"},{"id":"recvkiVxyclFfz"},{"id":"recvkiVxycZwvW"},{"id":"recvkiVxyco9hp"},{"id":"recvkiVxycjjI9"},{"id":"recvkiVxyc8Z1H"},{"id":"recvkiVxyc9YHg"},{"id":"recvkiVxycvqhB"},{"id":"recvkiVxycixUQ"},{"id":"recvkiVxycxIVb"},{"id":"recvkiVxycJ4Jp"},{"id":"recvkiVxyc2wBF"},{"id":"recvkiVxyc1vI5"},{"id":"recvk2FlU83Jhi"},{"id":"recvkdhmMaPzMl"},{"id":"recvkiVxyc5kPE"},{"id":"recvkiVxycsw3a"}] | [{"id":"recvk1SGzPyQm3"},{"id":"recvk1TmXUzGOP"}] | [{"id":"recvjTn2LK80zt"}] |  | [https://www.ipp.cas.cn](https://www.ipp.cas.cn/) |  | [] |  | EAST托卡马克、CFETR设计、聚变堆物理、等离子体诊断 | ["暂无"] |  |  |  | ["科研机构"] | 中国磁约束聚变核心研究机构，运营EAST全超导托卡马克装置，承担CFETR设计任务。 |  | 中国科学院等离子体物理研究所 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnFbRw | 上海交通大学 |  | 上海市闵行区东川路800号 |  |  | [{"id":"recvkiVxycRdEk"},{"id":"recvkiVxycAyBo"},{"id":"recvkiVxycsWGc"},{"id":"recvkiVxyc3MdV"},{"id":"recvkiVxycmRZT"},{"id":"recvkiVxycQSuB"},{"id":"recvkiVxycDu7a"},{"id":"recvkiVxychQhI"}] |  |  |  | [https://www.sjtu.edu.cn](https://www.sjtu.edu.cn/) |  |  |  | 激光聚变、聚变材料、等离子体诊断 | ["暂无"] |  |  |  | ["高等院校"] | 综合性研究型大学，在激光聚变、聚变材料和等离子体诊断方面有特色研究方向。 |  | 上海交通大学 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnVxHU | 中广核 |  | 深圳市福田区深南大道2002号中广核大厦 |  |  |  |  |  |  | [https://www.cgnpc.com.cn](https://www.cgnpc.com.cn/) |  |  |  | 聚变堆运营、核工程、氚技术 | ["暂无"] |  |  |  | ["国央企"] | 中国广核集团有限公司，中国最大核电运营商之一，积极参与聚变能源产业化布局。 |  | 中国广核集团有限公司 |  |  | ["中国"] |  | 1994-09-01 00:00:00 |  |  |
| recvk9ZmAnDvq8 | 北大物院 |  |  |  |  |  |  |  |  | [https://www.phy.pku.edu.cn](https://www.phy.pku.edu.cn/) |  |  |  | 等离子体理论、聚变模拟、高能量密度物理 | ["暂无"] |  |  |  | ["高等院校"] | 北京大学物理学院，中国等离子体物理研究重镇，在聚变理论和模拟方面有深厚积累。 |  | 北京大学物理学院 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnsT5P | 清华物理学院 |  |  |  |  |  |  |  |  | [https://www.phys.tsinghua.edu.cn](https://www.phys.tsinghua.edu.cn/) |  |  |  | 等离子体物理、聚变理论 | ["暂无"] |  |  |  | ["高等院校"] | 清华大学物理学院，在等离子体物理和聚变理论研究方面有重要贡献。 |  | 清华大学物理系 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAn18VY | 清华大学 |  | 北京市海淀区清华园 |  |  | [{"id":"recvkiVxycy1L6"},{"id":"recvkiVxyceDvt"},{"id":"recvkiVxycMF1w"},{"id":"recvkiVxycmqgJ"},{"id":"recvjWXmd8jfGn"}] | [{"id":"recvk9W5vu8YDo"}] |  |  | [https://www.tsinghua.edu.cn](https://www.tsinghua.edu.cn/) |  | [] |  | 球形托卡马克、聚变工程、等离子体物理 | ["暂无"] |  |  |  | ["高等院校"] | 中国顶尖工科大学，在球形托卡马克SUNIST装置、聚变工程和等离子体物理方面实力雄厚。 |  | 清华大学 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAn5Suw | 南京大学 |  | 江苏省南京市栖霞区仙林大道163号 |  |  |  |  |  |  | [https://www.nju.edu.cn](https://www.nju.edu.cn/) |  |  |  | 等离子体理论、数值模拟 | ["暂无"] |  |  |  | ["高等院校"] | 综合性研究型大学，在等离子体物理理论和模拟方面有研究积累。 |  | 南京大学 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnNK7f | 中国科学技术大学 |  | 安徽省合肥市金寨路96号 |  |  | [{"id":"recvkiVxyc97iT"},{"id":"recvkiVxycW69A"},{"id":"recvkiVxycXeLX"},{"id":"recvkiVxycBQ3q"},{"id":"recvkiVxycXt71"},{"id":"recvkiVxyc90aH"},{"id":"recvkiVxyc7yYZ"},{"id":"recvkiVxycyoYJ"},{"id":"recvkiVxycvV5X"},{"id":"recvk2FlU83Jhi"},{"id":"recvk2Fpwk4MWJ"},{"id":"recvkdhmMaPzMl"},{"id":"recvkiVxyc5kPE"}] | [{"id":"recvk9W5vuvMFL"}] |  |  | [https://www.ustc.edu.cn](https://www.ustc.edu.cn/) |  |  |  | FRC场反位形、聚变等离子体、KMAX装置、磁镜约束 | ["暂无"] |  |  |  | ["高等院校"] | 中国顶尖理工科大学，运营KMAX-FRC装置，在FRC和聚变等离子体基础研究方面国内领先。 |  | 中国科学技术大学 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnCx7I | 清华工物系 |  |  |  |  |  | [{"id":"recvk1YGDnv6Tm"}] |  |  | [https://www.ep.tsinghua.edu.cn](https://www.ep.tsinghua.edu.cn/) |  | [] |  | 聚变工程、托卡马克技术、加速器物理 | ["暂无"] |  |  |  | ["高等院校"] | 清华大学工程物理系，在聚变工程、托卡马克和加速器技术方面有突出成果。 |  | 清华大学工程物理系 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnfy1I | 北京理工大学 |  | 北京市海淀区中关村南大街5号 |  |  |  |  |  |  | [https://www.bit.edu.cn](https://www.bit.edu.cn/) |  |  |  | 聚变材料、等离子体工程、脉冲功率 | ["暂无"] |  |  |  | ["高等院校"] | 以工科见长的研究型大学，在聚变材料、等离子体工程和脉冲功率技术方面有研究。 |  | 北京理工大学 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnoYP6 | 中科院物理所 |  | 北京市海淀区中关村南三街8号 |  |  | [{"id":"recvkiVxycG1zv"},{"id":"recvkiVxyckbdL"}] |  |  |  | [https://www.iop.cas.cn](https://www.iop.cas.cn/) |  |  |  | 等离子体物理基础研究、聚变材料科学 | ["暂无"] |  |  |  | ["科研机构"] | 中国科学院下属基础物理研究机构，在凝聚态物理和等离子体物理基础研究方面具有国际影响力。 |  | 中国科学院物理研究所 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnkyOJ | 浙江大学 |  | 浙江省杭州市西湖区余杭塘路866号 |  |  | [{"id":"recvkiVxycSR50"},{"id":"recvkiVxycmvsq"},{"id":"recvkiVxycuSqW"},{"id":"recvkiVxycWTTu"},{"id":"recvkiVxycWUqS"},{"id":"recvkiVxyczw2k"},{"id":"recvkiVxycKrmP"}] |  |  |  | [https://www.zju.edu.cn](https://www.zju.edu.cn/) |  | [] | [{"id":"recvkp7iSZaMOa"}] | 等离子体物理、聚变材料 | ["暂无"] |  |  |  | ["高等院校"] | 综合性研究型大学，聚变等离子体物理和聚变材料研究有一定特色。 |  | 浙江大学 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAn3WRu | 大连理工大学 |  | 辽宁省大连市甘井子区凌工路2号 |  |  | [{"id":"recvkiVxycAFOE"},{"id":"recvkiVxycVD2g"},{"id":"recvkiVxycmnWf"},{"id":"recvkiVxycXdmu"},{"id":"recvkiVxycZrMA"},{"id":"recvkiVxycST8Q"},{"id":"recvkiVxycfx0T"},{"id":"recvkiVxyc4Dx1"},{"id":"recvkiVxycxJRu"},{"id":"recvkiVxyc1Jkh"},{"id":"recvkiVxycXz5Q"},{"id":"recvkiVxycvsYH"},{"id":"recvkiVxyc1HrE"},{"id":"recvkiVxycGhdI"},{"id":"recvkiVxycYCER"},{"id":"recvkiVxycLu9f"},{"id":"recvkiVxycXAZi"},{"id":"recvkiVxycsADY"},{"id":"recvkiVxycLAmx"},{"id":"recvkiVxycPZDZ"},{"id":"recvkiVxycYaGm"},{"id":"recvkiVxycoGvS"},{"id":"recvkiVxycHsVw"},{"id":"recvkiVxycPlo0"}] |  |  |  | [https://www.dlut.edu.cn](https://www.dlut.edu.cn/) |  |  |  | 等离子体模拟、聚变工程 | ["暂无"] |  |  |  | ["高等院校"] | 以工科见长的研究型大学，在等离子体物理和聚变工程模拟方面有较强实力。 |  | 大连理工大学 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnqidB | 上海科技大学 |  | 上海市浦东新区华夏中路393号 |  |  |  |  |  |  | [https://www.shanghaitech.edu.cn](https://www.shanghaitech.edu.cn/) |  |  |  | 聚变材料、等离子体物理 | ["暂无"] |  |  |  | ["高等院校"] | 新型研究型大学，在聚变能源材料和等离子体物理交叉学科有布局。 |  | 上海科技大学 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnlM2H | 中物院 |  |  |  |  | [{"id":"recvk2G6vQ4Lot"},{"id":"recvkiVxycH7a8"},{"id":"recvkiVxyc8INl"}] | [{"id":"recvk1YGDnRaQM"}] |  |  | [https://www.caep.cn](https://www.caep.cn/) |  | [{"id":"recvk1SGzPSL9s"}] |  | 惯性约束聚变、Z箍缩、高能量密度物理、激光聚变 | ["暂无"] |  |  |  | ["科研机构"] | 中国工程物理研究院，国家战略科技力量，在惯性约束聚变和高能量密度物理方面处于国内领先地位。 |  | 中国工程物理研究院 |  |  | ["中国"] |  |  |  |  |

Meta: count=50; has_more=true; record_scope=all_records; field_scope=all_fields
=== BATCH_END_0 ===
[lark-cli] [WARN] proxy detected: HTTPS_PROXY=http://127.0.0.1:7890 — requests (including credentials) will transit through this proxy. Set LARK_CLI_NO_PROXY=1 to disable proxy.
`_record_id` is metadata for record operations, not a table field.

| _record_id | 单位简称 | 发表论文 | 办公地址 | 营收规模(万人民币) | 行业新闻 | 关键研发人员 | 主研装置 | 荣誉奖励 | 软著 | 网站主页 | 对接人 | 参研装置 | 发布代码 | 研发方向 | 单位角色 | 发表专利 | 人员数量 | 签订服务合同 | 单位类型 | 单位简介 | 上级单位 | 全名 | 需求 | 融资进度 | 所在地区 | 联系邮箱 | 成立时间 | 签订供应合同合同 | 最新估值/市值 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| recvk9ZmAni6zB | LLNL |  | 7000 East Avenue • Livermore, CA 94550, USA |  | [{"id":"recvjRShnQ0TwB"}] | [{"id":"recvk2GOha2ACk"},{"id":"recvkiVxycXh6l"},{"id":"recvkiVxycoAbY"},{"id":"recvkiVxycRBMh"},{"id":"recvkiVxyczpPY"},{"id":"recvkiVxycZYIt"},{"id":"recvkiVxycQUiB"}] | [{"id":"recvkiVLpWtgax"},{"id":"recvk1TmXUtCte"}] | [{"id":"recvjTn2LK4O8U"}] |  | [https://www.llnl.gov](https://www.llnl.gov/) |  | [{"id":"recvk1TmXUZTM1"}] | [{"id":"recvkkeInGX3f7"},{"id":"recvkkeInGdGKT"}] | 惯性约束聚变、激光聚变、高能量密度物理、NIF装置、聚变点火 | ["暂无"] |  | 7378 |  | ["科研机构"] | 美国能源部下属三大核武器实验室之一，NIF国家点火装置所在地，2022年首次实现聚变点火（能量增益>1），惯性约束聚变全球领导者。 |  | Lawrence Livermore National Laboratory |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAn8SNs | DeepMind |  |  |  |  |  |  |  |  | [https://deepmind.google](https://deepmind.google/) |  |  | [{"id":"rec27pSCprzpJn"}] | AI等离子体控制、深度强化学习托卡马克磁控、聚变数字孪生 | ["暂无"] |  |  |  | ["国外企业"] | Google旗下AI研究实验室，2022年与EPFL合作将深度强化学习应用于TCV托卡马克等离子体磁控，开创AI核聚变控制新范式。 |  | Google DeepMind团队 |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAneH9R | Proxima Fusion |  | Flößergasse 2, 81369 München, Germany |  | [{"id":"recvk9U8egicR6"},{"id":"recvk9U8egeypW"}] | [{"id":"recvkiVxycWeDc"},{"id":"recvkiVxycPsyP"}] | [{"id":"recvk9W5vuBLWI"}] |  |  | [https://www.proximafusion.com](https://www.proximafusion.com/) |  |  |  | 仿星器优化设计、高温超导磁体、AI驱动3D磁场优化、稳态聚变 | ["暂无"] |  | 90 |  | ["国外企业"] | 德国仿星器商业化初创公司，从IPP/W7-X团队剥离成立，全球首个仿星器AI驱动设计公司，获西门子等战略投资。 |  | Proxima Fusion GmbH |  | [{"id":"recvjYDkV9TxtU"},{"id":"recvjYDkV9JukA"},{"id":"recvjYDkV9OCVt"}] | ["欧洲"] |  | 2023-04-01 00:00:00 |  |  |
| recvk9ZmAn8Lqc | Focused Energy |  | Darmstadt, Germany |  |  | [{"id":"recvkiVxycswU9"},{"id":"recvkiVxycrBGF"},{"id":"recvkiVxyczpPY"},{"id":"recvkiVxycDxuW"}] | [{"id":"recvkiVLpWAacz"}] |  |  | [https://www.focused-energy.world](https://www.focused-energy.world/) |  |  |  | 激光惯性约束聚变、质子快点火、靶丸制造 | ["暂无"] |  | 80 |  | ["国外企业"] | 德国/美国激光惯性约束聚变初创公司，采用质子快点火技术路线，获DOE资助建设聚变装置。 |  | Focused Energy GmbH |  | [{"id":"recvjYDkV9M0j8"}] | ["欧洲"] |  |  |  |  |
| recvk9ZmAnSJ38 | Marvel Fusion |  | Munich, Germany |  | [{"id":"recvk9U8egv6UJ"}] | [{"id":"recvkiVxycyiOd"},{"id":"recvkiVxycZbQh"}] | [{"id":"recvkiVLpWTD6r"}] |  |  | [https://www.marvelfusion.com](https://www.marvelfusion.com/) |  |  |  | 超短脉冲激光聚变、纳米结构靶、直接能量转换 | ["暂无"] |  | 70 |  | ["国外企业"] | 德国超短脉冲激光聚变初创公司，采用纳米结构靶技术和超强激光驱动，获西门子能源等投资。 |  | Marvel Fusion GmbH |  | [{"id":"recvjYDkV9hnY1"},{"id":"recvkjzA6CDXEQ"},{"id":"recvkjzA6Cp6l4"}] | ["欧洲"] |  |  |  |  |
| recvk9ZmAn7mSl | HB11 Energy |  | Sydney, Australia |  |  | [{"id":"recvkiVxycByMl"},{"id":"recvkiVxycUHfj"}] | [{"id":"recvk9W5vuPcwx"}] |  |  | [https://www.hb11.energy](https://www.hb11.energy/) |  |  |  | 激光驱动p-B11无中子聚变、超强激光、氢硼燃料 | ["暂无"] |  | 40 |  | ["国外企业"] | 澳大利亚激光-硼聚变初创公司，全球唯一p-B11无中子聚变路线企业，使用超强激光驱动氢硼聚变反应。 |  | HB11 Energy Pty Ltd |  | [{"id":"recvjYDkV9xNMG"}] | ["澳大利亚"] |  |  |  |  |
| recvk9ZmAn0jWX | Longview Fusion |  | Livermore, California, USA |  |  | [{"id":"recvk1Q0p6bYZc"},{"id":"recvk1QjZowPGr"}] | [{"id":"recvkiVLpWwny8"}] |  |  | [https://www.longviewfusion.com](https://www.longviewfusion.com/) |  |  |  | 激光惯性约束聚变、聚变电厂工程化、NIF技术转化 | ["暂无"] |  | 30 |  | ["国外企业"] | 美国激光聚变初创公司，由前NIF主任Edward Moses创立，基于NIF点火成果推动惯性聚变商业化。 |  | Longview Fusion Energy Systems |  | [{"id":"recvjYDkV9m4cX"}] | ["美国"] |  |  |  |  |
| recvk9ZmAnL7IP | LPP Fusion |  | 128 Lincoln Boulevard, Middlesex, NJ 08846, USA |  |  |  | [] |  |  | [https://www.lppfusion.com](https://www.lppfusion.com/) |  |  |  | 稠密等离子体焦点（DPF）、p-B11无中子聚变、Focus Fusion | ["暂无"] |  | 8 |  | ["国外企业"] | 全球唯一坚持稠密等离子体焦点（DPF）路线的小型聚变公司，致力于p-B11无中子聚变，由等离子体物理学家Eric Lerner创立。 |  | Lawrenceville Plasma Physics, Inc |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAnwKg1 | Norcott Fusion |  |  |  |  |  |  |  |  |  |  |  |  | 待核验 | ["暂无"] |  | 10 |  | ["国外企业"] | 未在 FIA 会员页、IAEA 2022 装置名录和公开官网检索中确认到“Norcott Fusion”对应机构；建议后续删除或更正来源。 |  | 待核验 |  | [{"id":"recvjYDkV9BZME"},{"id":"recvjYDkV9cFCw"}] | ["待核验"] |  |  |  |  |
| recvk9ZmAnMJNx | 星尘聚变 |  |  |  |  |  |  |  |  |  |  |  |  |  | ["暂无"] |  | 15 |  | ["民营企业"] | 中国聚变初创企业，聚焦聚变技术研发，已完成天使轮融资。 |  |  |  | [{"id":"recvk9ZXR6hUBZ"}] | ["中国"] |  |  |  |  |
| recvk9ZmAnxxo1 | 天工聚变 |  |  |  |  |  |  |  |  |  |  |  |  |  | ["暂无"] |  | 15 |  | ["民营企业"] | 中国聚变初创企业，聚焦聚变能源技术研发和产业化，已完成天使轮融资。 |  |  |  | [{"id":"recvk9ZXR67Ut3"}] | ["中国"] |  |  |  |  |
| recvk9ZmAnJXaI | General Atomics |  | San Diego, California, USA |  |  | [{"id":"recvk2FfZYLhkH"},{"id":"recvkiVxycxB1h"},{"id":"recvkiVxycb8Gp"},{"id":"recvkiVxyctGcb"},{"id":"recvkiVxycJT2U"},{"id":"recvkiVxyc843K"}] | [{"id":"recvk1SGzPSiUc"}] |  |  | [https://www.ga.com/energy](https://www.ga.com/energy) |  |  | [{"id":"recvjRPrWahm04"},{"id":"recvkkeInGv9JH"},{"id":"recvkkeInGT9jt"},{"id":"recvkkeInGYzGm"},{"id":"recvkkeInGRGyl"},{"id":"recvkkeInGi4df"},{"id":"recvkkeInG4xdE"},{"id":"recvkkeInGiOck"},{"id":"recvkkeInGJou4"},{"id":"recvkp7iSZ0GY5"},{"id":"recvkp7iSZfoId"},{"id":"recvkp7iSZjF0n"},{"id":"recvkp7iSZstML"},{"id":"recvkp7iSZ5oSW"},{"id":"recvkp7iSZztcc"},{"id":"recvkp7iSZOzhx"}] | DIII-D托卡马克运行、聚变堆设计、等离子体理论、诊断技术 | ["暂无"] |  | 5000 |  | ["国外企业"] | 美国国防与能源技术巨头，运营全球最大托卡马克之一DIII-D，在聚变工程、等离子体理论和聚变堆设计方面世界领先。 |  | General Atomics |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAnvxlW | ITER |  | Route de Vinon-sur-Verdon; CS 90 046; 13067 St. Paul-lez-Durance, France |  | [{"id":"recvjRShnQCYrb"}] | [{"id":"recvk2FAHAN4Kh"},{"id":"recvk2FHRmoxFK"},{"id":"recvkiVxycFNmp"},{"id":"recvkiVxyceEQJ"},{"id":"recvkiVxycXY1f"},{"id":"recvkiVxyc7Ao4"},{"id":"recvkiVxycw5Jx"},{"id":"recvkiVxycQUbl"},{"id":"recvkiVxycY9PQ"},{"id":"recvkiVxycqYQs"},{"id":"recvkiVxyccsa3"}] | [{"id":"recvk1TmXUh7gF"}] | [{"id":"recvlU4a3XVugD"}] |  | [https://www.iter.org](https://www.iter.org/) |  |  | [{"id":"recvkkeInGhwyz"},{"id":"recvjRPrWaq6ld"},{"id":"recvkp7iSZMS04"}] | 托卡马克聚变、氘氚燃烧等离子体、超导磁体、大规模聚变工程 | ["暂无"] |  | 3000 |  | ["国际组织"] | 国际热核聚变实验反应堆，全球最大聚变实验项目，由35国合作建设，目标实现Q≥10的500MW聚变功率，是通往聚变能源的关键一步。 |  | ITER Organization |  |  | ["欧洲"] |  | 2007-10-24 00:00:00 |  |  |
| recvk9ZmAnMw79 | Helical Fusion |  | Tokyo, Japan |  |  | [{"id":"recvkiVxyc1Nmx"}] | [{"id":"recvk1TmXUzu87"}] |  |  | [https://helicalfusion.com](https://helicalfusion.com/) |  |  |  | 螺旋型仿星器聚变、高温超导磁体、稳态运行 | ["暂无"] |  | 30 |  | ["国外企业"] | 日本首家聚变初创公司，基于螺旋型/仿星器技术路线，获日本政府NEDO资助开发Helix KANATA聚变装置。 |  | Helical Fusion Co., Ltd. |  | [{"id":"recvkiWaask7cd"}] | ["日本"] |  |  |  |  |
| recvk9ZmAn1eJF | IPP |  | Boltzmannstraße 2, 85748 Garching, Germany |  | [{"id":"recvjRShnQGqya"}] | [{"id":"recvk2Gk6L9PxZ"},{"id":"recvkiVxycD4HP"},{"id":"recvkiVxyc44MM"},{"id":"recvkiVxyc9RLf"},{"id":"recvkiVxycmasr"},{"id":"recvkiVxycIqSG"},{"id":"recvkiVxycdKM4"},{"id":"recvkiVxyc4Q5E"},{"id":"recvkiVxyccMrI"},{"id":"recvkiVxycjfwI"},{"id":"recvkiVxycdT6g"},{"id":"recvkiVxycXYtm"},{"id":"recvkiVxycZ847"},{"id":"recvkiVxycjSvH"},{"id":"recvkiVxyczeVG"},{"id":"recvkiVxycrfmX"},{"id":"recvkiVxycA72C"},{"id":"recvkiVxycXyp6"},{"id":"recvkiVxycyQS1"}] | [{"id":"recvk1YGDn9BuF"},{"id":"recvk1SGzPhNKg"}] | [{"id":"recvlU4a3XtG4f"}] |  | [https://www.ipp.mpg.de](https://www.ipp.mpg.de/) |  |  | [{"id":"rec27pSCprzhtA"},{"id":"recvkkeInGhvQm"},{"id":"rec27pSCprzrO0"},{"id":"recvkkeInG7mSs"},{"id":"recvkp7iSZzmSB"},{"id":"recvkp7iSZAfkJ"},{"id":"recvkp7iSZ8p9k"},{"id":"recvkp7iSZXExj"},{"id":"recvkp7iSZEBrX"},{"id":"recvkp7iSZ8yCe"},{"id":"recvkp7iSZGmvN"},{"id":"recvkp7iSZxKYB"}] | 仿星器物理与工程、托卡马克物理、聚变等离子体理论、W7-X装置 | ["暂无"] |  | 1100 |  | ["科研机构"] | 马克斯·普朗克等离子体物理研究所，欧洲最大聚变研究机构，运营全球最大仿星器W7-X和ASDEX Upgrade托卡马克，世界仿星器研究绝对领导者。 |  | 马克斯·普朗克等离子体物理研究所 |  |  | ["欧洲"] |  |  |  |  |
| recvk9ZmAn0oAN | PPPL |  |  |  |  | [{"id":"recvkiVxycgrpZ"},{"id":"recvkiVxycj3VS"},{"id":"recvkiVxycUyAr"},{"id":"recvkiVxycq8YA"},{"id":"recvkiVxycdHds"},{"id":"recvkiVxyc0K0s"},{"id":"recvkiVxycdHJ6"},{"id":"recvkiVxycvJqi"},{"id":"recvkiVxycSI4l"},{"id":"recvkiVxycgQav"},{"id":"recvkiVxycaeAC"},{"id":"recvkiVxycTYtr"},{"id":"recvkiVxycTIHH"},{"id":"recvkiVxycZGD4"},{"id":"recvk2GLFCm0Ef"},{"id":"recvkiVxycioBi"},{"id":"recvkiVxycOOmz"},{"id":"recvkiVxycltFI"},{"id":"recvkiVxycZ95L"},{"id":"recvkiVxycGVK3"}] | [{"id":"recvk9W5vuWbaw"},{"id":"recvk1TmXUH7UQ"},{"id":"recvkiVLpWyKuN"}] |  |  | [https://www.pppl.gov](https://www.pppl.gov/) |  | [] | [{"id":"rec27pSCprznpI"},{"id":"recvjRPrWamqTI"},{"id":"recvjRPrWar0ww"},{"id":"recvjRPrWaDbQ7"},{"id":"recvjRPrWa5sJe"},{"id":"recvkkeyuWfx7h"},{"id":"recvkkeInGkOoO"},{"id":"rec27pSCprzkXa"},{"id":"recvjRPrWaoosn"},{"id":"recvkkeInGBKeK"},{"id":"recvkkeInG7Qa0"},{"id":"recvkkeInGraAL"},{"id":"recvkp7iSZat02"},{"id":"recvkp7iSZTeBz"},{"id":"recvkp7iSZCADE"},{"id":"recvkp7iSZH1sR"},{"id":"recvkp7iSZWE6r"},{"id":"recvkp7iSZdkkA"},{"id":"recvkp7iSZPse9"},{"id":"recvkp7iSZDoYV"}] | 球形托卡马克物理、仿星器理论、聚变等离子体模拟、NSTX-U装置 | ["暂无"] |  | 500 |  | ["科研机构"] | 普林斯顿等离子体物理实验室，美国能源部下属国家实验室，全球磁约束聚变理论发源地，运营NSTX-U球形托卡马克。 |  | 普林斯顿等离子体物理实验室 |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAn41s1 | CEA |  |  |  |  | [{"id":"recvkiVxycmzZD"},{"id":"recvkiVxycNSmd"},{"id":"recvkiVxyczhJj"},{"id":"recvkiVxycuoQK"},{"id":"recvkiVxycBOnX"}] | [{"id":"recvk9W5vuUDOr"},{"id":"recvk1YGDnttF9"},{"id":"recvk1YGDnyV3O"}] |  |  | [https://www.cea.fr](https://www.cea.fr/) |  |  | [{"id":"recvkkeInGLNY0"},{"id":"recvkkeInGj0pa"},{"id":"recvkp7iSZrSHH"},{"id":"recvkp7iSZ7WOo"},{"id":"recvkp7iSZUYL2"}] | 长脉冲托卡马克运行、WEST装置、聚变材料、ITER贡献 | ["暂无"] |  | 20000 |  | ["科研机构"] | 法国原子能委员会，法国国家核研究机构，运营Tore Supra/WEST托卡马克，在长脉冲稳态托卡马克运行方面全球领先。 |  | 法国原子能委员会 |  |  | ["欧洲"] |  | 1945-10-18 00:00:00 |  |  |
| recvk9ZmAn3H3T | 西南交通大学 |  | 四川省成都市二环路北一段111号 |  |  | [{"id":"recvk2F2s2KvHf"},{"id":"recvkiVxyczHiX"},{"id":"recvkiVxycXpPF"}] | [{"id":"recvk1YGDnrHi3"},{"id":"recvk9W5vujqsF"}] |  |  | [https://www.swjtu.edu.cn](https://www.swjtu.edu.cn/) |  | [{"id":"recvk1SGzPU7Oi"}] |  | 仿星器、准轴对称磁场、CFQS、等离子体物理 | ["暂无"] |  |  |  | ["高等院校"] | 与日本 NIFS 等合作建设 CFQS 准轴对称仿星器，是中国仿星器方向的重要高校平台。 |  | 西南交通大学 |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnMCdD | 四川大学 |  | 四川省成都市一环路南一段24号 |  |  | [{"id":"recvkiVxyc0G6y"}] | [] |  |  | [https://www.scu.edu.cn](https://www.scu.edu.cn/) |  |  |  | 托卡马克物理、等离子体诊断、聚变材料 | ["暂无"] |  |  |  | ["高等院校"] | 综合性研究型大学，与西物院合作开展HL-2M装置等离子体物理和聚变诊断研究。 |  |  |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnelpk | 微软 |  | One Microsoft Way, Redmond, WA 98052, USA |  |  |  |  |  |  | [https://www.microsoft.com](https://www.microsoft.com/) |  | [{"id":"recvk1TmXUIby6"}] |  | 聚变购电协议（PPA）、AI聚变控制、数据中心碳中和 | ["暂无"] |  | 221000 |  | ["国外企业"] | 全球最大科技公司之一，2023年与Helion Energy签订全球首份聚变购电协议（50MW, 2028年交付），开创聚变商业化先河。 |  | Microsoft Corporation |  |  | ["美国"] |  |  |  | 2900000000000 |
